loan_id,dependents,applicant_income,coapplicant_income,loan_amount,loan_amount_term,credit_history,loan_status,total_income,loan_to_income_ratio,loan_term_to_income_ratio,gender_Male,married_Yes,education_Not Graduate,self_employed_Yes,property_area_Semiurban,property_area_Urban,Cluster_ML
LP001098,-0.7216018686539345,-0.3017259751002655,-0.004725538842835991,-0.39025803076133414,0.2746690925097148,1.0,1.0,-0.2841784906565723,-0.22733229483790596,0.08764933305961439,True,True,False,False,True,False,1
LP001100,2.2878694905384434,1.1965425781159635,0.4320542047628465,2.0656795669456183,0.2746690925097148,1.0,0.0,1.323170013756675,-0.3913320400654049,-1.275730345991645,True,False,False,False,False,False,1
LP001112,-0.7216018686539345,-0.2739247697239199,-0.07288021751499049,-0.032597215561292546,0.2746690925097148,1.0,1.0,-0.29055624045633455,0.46998797375954193,0.10400722520129764,False,True,False,False,True,False,1
LP001114,-0.7216018686539345,-0.19085410216226453,1.8115311144252044,0.4442838713720963,0.2746690925097148,1.0,1.0,0.6816617168244934,-0.9084256996128194,-1.0285818784111183,True,False,False,False,False,True,1
LP001116,-0.7216018686539345,-0.26044035274497385,-0.004397872118450632,-0.43794613945467303,0.2746690925097148,1.0,1.0,-0.24544532723850412,-0.43007501019631195,-0.006375544558864947,True,False,True,False,True,False,1
LP001119,-0.7216018686539345,-0.28507854673119626,-0.5509459683932281,-0.7956069546547146,0.2746690925097148,1.0,0.0,-0.5279329769060215,-0.20892717294679172,0.9778513647014015,True,False,False,False,False,True,1
LP001120,-0.7216018686539345,-0.5847322573744421,-0.1534862317137886,-1.1890338513747605,0.2746690925097148,1.0,1.0,-0.6192436874538368,-0.97496927698806,1.549720971607628,True,False,False,False,False,True,1
LP001123,-0.7216018686539345,-0.4848476871600268,-0.5509459683932281,-0.8552170905213883,0.2746690925097148,1.0,1.0,-0.7145988247039404,0.8352370521782233,2.4455201258670405,True,True,False,False,False,True,1
LP001131,-0.7216018686539345,-0.22831081599267025,0.21448349977096864,-0.15181748729463976,0.2746690925097148,1.0,1.0,-0.11151258144349725,-0.3100665466724584,-0.27400438602041366,True,True,False,False,True,False,1
LP001138,0.2815552510768581,0.05602726055103188,-0.5509459683932281,-1.2247999328947645,0.2746690925097148,1.0,1.0,-0.20920104179107485,-1.8782932056479886,-0.08685151780112826,True,True,False,False,False,True,1
LP001144,-0.7216018686539345,0.08466083734583092,-0.14136256291153035,-0.032597215561292546,0.2746690925097148,1.0,1.0,0.011997987849459128,-0.4237508169266913,-0.46304193752061373,True,True,False,False,False,True,1
LP001146,-0.7216018686539345,-0.4440614876558073,0.5762275634924041,-0.31872586772132583,0.2746690925097148,0.0,0.0,-0.1413791170911643,-0.49826513912769493,-0.22088548706412497,False,True,False,False,False,True,1
LP001151,-0.7216018686539345,-0.2184888332549194,0.1944958295834618,-0.032597215561292546,0.2746690925097148,1.0,1.0,-0.11182369118982712,-0.12495883317578224,-0.27346781812508003,False,False,False,False,True,False,1
LP001155,-0.7216018686539345,-0.5634235490620335,-0.01226187350369923,-0.5571664111880202,0.2746690925097148,1.0,1.0,-0.5322885133546396,0.4588198515452501,1.0008607293781302,False,True,True,False,True,False,1
LP001157,-0.7216018686539345,-0.370646328548212,-0.5509459683932281,-0.31872586772132583,0.2746690925097148,1.0,1.0,-0.6078881817127968,1.718344190083696,1.4667572255174341,False,False,False,False,True,False,1
LP001164,-0.7216018686539345,-0.18019974800606023,-0.5509459683932281,-0.4141020851080036,0.2746690925097148,1.0,0.0,-0.42993340681211406,0.2832484356227734,0.5406734358435513,True,False,False,False,True,False,1
LP001179,1.2847123708076509,-0.11594067450145308,-0.5509459683932281,-0.15181748729463976,0.2746690925097148,1.0,0.0,-0.3698892257704501,0.5784068968181845,0.331771875384118,True,True,False,False,False,True,1
LP001186,0.2815552510768581,1.0300682944252715,-0.5509459683932281,1.6603306430522378,0.2746690925097148,0.0,0.0,0.7009505210969451,0.09726787474204225,-1.038597889769651,False,True,False,True,False,True,2
LP001194,1.2847123708076509,-0.4335736077832936,-0.16855890103551507,-0.5929324927080244,0.2746690925097148,1.0,1.0,-0.48515538678566505,0.1160851357372825,0.7695370889230527,True,True,False,False,True,False,1
LP001195,-0.7216018686539345,-0.5294627951891323,-0.14136256291153035,-0.6048545198813591,0.2746690925097148,1.0,1.0,-0.5618439392559768,0.5039335235312243,1.1670599926931868,True,True,False,False,True,False,1
LP001197,-0.7216018686539345,-0.32403352911481825,0.16992082525455993,-0.13989546012130502,0.2746690925097148,1.0,0.0,-0.22211209626376424,0.02611728514818395,-0.058956678579822924,True,True,False,False,True,False,1
LP001198,0.2815552510768581,0.46072624420310443,0.18630416147382783,0.3965957626787574,0.2746690925097148,1.0,1.0,0.5189513194939741,-0.7637827772726616,-0.9345224518803513,True,True,False,False,False,True,1
LP001199,1.2847123708076509,-0.3255317976680345,0.38585319662451095,-0.032597215561292546,0.2746690925097148,1.0,1.0,-0.12100142870655814,-0.09976595903410847,-0.2574837315692912,True,True,True,False,False,True,1
LP001205,-0.7216018686539345,-0.4682002587909576,0.6928769173735916,-0.31872586772132583,0.2746690925097148,1.0,1.0,-0.10855703885336354,-0.5747061371583111,-0.2790847789144068,True,True,False,False,False,True,1
LP001206,2.2878694905384434,-0.38013536271858145,-0.5509459683932281,-0.5690884383613549,0.2746690925097148,1.0,1.0,-0.6167548094831979,1.001101572790687,1.5311949517767267,True,True,False,False,False,True,1
LP001207,-0.7216018686539345,-0.45005456186867215,0.5791765640118723,0.2177653550787366,-2.5418233808745274,0.0,0.0,-0.14557909866661747,0.37105504844981874,-1.0853158802782263,True,True,True,True,False,False,1
LP001222,-0.7216018686539345,-0.19085410216226453,-0.5509459683932281,-0.3664139764146647,0.2746690925097148,0.0,0.0,-0.43988891869466973,0.44134741224868274,0.5790513076587938,False,False,False,False,True,False,1
LP001225,-0.7216018686539345,0.06884578039521518,0.9546826301574928,1.3265138821988656,0.2746690925097148,1.0,0.0,0.5175513256354897,0.1120739670586984,-0.9336304188068366,True,True,False,False,True,False,1
LP001228,-0.7216018686539345,-0.3516682602074731,0.18761482837136928,-0.24719370468131752,-2.5418233808745274,1.0,0.0,-0.23953424205823667,-0.10713507788509974,-0.988727899434736,True,False,True,False,False,True,1
LP001233,0.2815552510768581,0.9052125816572524,-0.5509459683932281,1.9703033495589404,0.2746690925097148,1.0,1.0,0.5842843662232458,0.5776889960776204,-0.9744894059654492,True,True,False,False,False,True,1
LP001238,2.2878694905384434,0.2975814461862262,-0.5509459683932281,-0.25911573185465225,-4.419485029797356,1.0,1.0,0.01650907917124217,-0.7428876434332568,-1.709429465601882,True,True,True,True,False,True,2
LP001241,-0.7216018686539345,-0.25810971277330413,-0.5509459683932281,-0.1279734329479703,0.2746690925097148,0.0,0.0,-0.5027330874533025,1.4020910205475268,0.851449270438332,False,False,False,False,True,False,1
LP001243,-0.7216018686539345,-0.3503364659379476,0.45368020857228014,0.3012195452920796,0.2746690925097148,1.0,1.0,-0.11197924606299206,0.39164456547385407,-0.2731994058937276,True,True,False,False,False,True,1
LP001245,-0.7216018686539345,-0.5722466860976402,0.06342913982931851,-0.5929324927080244,0.2746690925097148,1.0,1.0,-0.5045997459312817,0.2125938927036758,0.8604378638081502,True,True,True,True,True,False,2
LP001248,-0.7216018686539345,-0.3017259751002655,-0.5509459683932281,-0.78368492748138,-0.6641617319516993,1.0,1.0,-0.5434884642225147,-0.10244537064832883,0.5585174329397902,True,False,False,False,True,False,1
LP001032,2.2878694905384434,-0.0077323901025032,0.030334800666397335,0.48004995289210045,0.2746690925097148,1.0,1.0,0.007175786781346221,0.29307485836331154,-0.45646128825592797,True,True,False,True,True,False,2
LP001255,-0.7216018686539345,-0.2601074041775924,-0.5509459683932281,-0.22334965033464807,2.152330741432543,1.0,0.0,-0.5045997459312817,1.1687270416181514,1.7997458709541596,True,False,False,False,True,False,1
LP001256,-0.7216018686539345,-0.2601074041775924,1.0054709724372233,0.3489076539854185,0.2746690925097148,1.0,0.0,0.23428590160214763,-0.38430896496778966,-0.7142843834660418,True,False,False,False,False,True,1
LP001259,0.2815552510768581,-0.7179116843269958,0.43926287269932435,-0.43794613945467303,0.2746690925097148,1.0,0.0,-0.46228882043041997,0.3841092197646882,0.6698671691708693,True,True,False,True,False,True,2
LP001263,2.2878694905384434,-0.35716191156926597,0.7597209291482047,0.3965957626787574,-0.6641617319516993,0.0,0.0,0.026931255673292645,0.1256680026478939,-0.7287973663652149,True,True,False,False,True,False,1
LP001264,2.2878694905384434,-0.32952718047661106,0.15878015662545775,-0.19950559598797862,0.2746690925097148,1.0,1.0,-0.23253427276581473,-0.044868636756936815,-0.035824931881085945,True,True,True,True,True,False,2
LP001265,-0.7216018686539345,-0.244125872943286,-0.5509459683932281,-0.4260241122813383,0.2746690925097148,1.0,1.0,-0.4896664781074481,0.5589401463339106,0.7900996667051731,False,False,False,False,True,False,1
LP001267,1.2847123708076509,-0.6549844050919141,0.06539514017563067,0.241609409425406,0.2746690925097148,1.0,0.0,-0.5809771886552635,3.1476195296336615,1.2849854840984452,False,True,False,False,False,True,1
LP001273,-0.7216018686539345,0.11445973412646482,0.18630416147382783,1.4099680724122086,0.2746690925097148,1.0,0.0,0.19539718331091452,0.9360025508266512,-0.6766116024307739,True,True,False,False,True,False,1
LP001279,-0.7216018686539345,-0.49050781280551037,0.2783785110261135,-0.1279734329479703,0.2746690925097148,1.0,1.0,-0.32617830641110407,0.43297934932732574,0.2004095091850305,True,False,False,False,True,False,1
LP001282,-0.7216018686539345,-0.4682002587909576,0.14305215385496056,-0.5094783024946814,0.2746690925097148,1.0,1.0,-0.3695781160241202,-0.17441969680580438,0.33078042539147456,True,True,False,False,True,False,1
LP001289,-0.7216018686539345,-0.25810971277330413,-0.14136256291153035,0.754256577878799,0.2746690925097148,1.0,1.0,-0.30828949599713684,2.0669649412921753,0.15089673949554228,True,False,False,False,False,True,1
LP001310,-0.7216018686539345,0.06368507760080372,0.8144412721205595,0.33698562681208377,0.2746690925097148,1.0,1.0,0.4461516388527857,-0.726782328636455,-0.8859778347346632,True,True,False,False,True,False,1
LP001316,-0.7216018686539345,-0.25810971277330413,0.39928753232431063,-0.22334965033464807,0.2746690925097148,1.0,1.0,-0.05162395527499825,-0.556925651043095,-0.37129356075317327,True,True,False,False,True,False,1
LP001318,1.2847123708076509,0.15607830504913783,1.3016816912815872,0.49197198006543513,-2.5418233808745274,1.0,1.0,0.7637946898555777,-0.9525379238422741,-1.5136347177612366,True,True,False,False,True,False,2
LP001319,1.2847123708076509,-0.3395156374980526,0.04540746998812381,-0.78368492748138,0.2746690925097148,1.0,1.0,-0.2956895512707773,-0.9396796920211277,0.11736463372936147,True,True,True,False,False,True,1
LP001322,-0.7216018686539345,-0.19634775352405737,-0.5509459683932281,-0.2948818133746564,0.2746690925097148,1.0,1.0,-0.44502222950911247,0.6349706720127023,0.5993043287946578,True,False,False,False,True,False,1
LP001325,-0.7216018686539345,-0.28174906105738245,-0.5509459683932281,-1.4513184491881244,-3.4806542053359415,1.0,1.0,-0.5248218794427228,-1.9804119101754618,-0.9844460949786249,True,False,True,False,True,False,2
LP001327,-0.7216018686539345,-0.4708638473300087,0.20334283114186646,-0.11605140577463559,0.2746690925097148,1.0,1.0,-0.34344489733241157,0.5316443485794011,0.25045681779690987,False,True,False,False,True,False,1
LP001333,-0.7216018686539345,-0.5552663091611896,-0.22426224418102597,-1.1532677698547562,0.2746690925097148,1.0,1.0,-0.6253103275072692,-0.834637088825338,1.595713264156472,True,True,False,False,True,False,1
LP001334,-0.7216018686539345,-0.1871916679210693,-0.5509459683932281,-0.37833600358799946,-2.5418233808745274,1.0,1.0,-0.4364667114850412,0.39681235549249394,-0.6958797726737405,True,True,True,False,True,False,2
LP001343,-0.7216018686539345,-0.5915577030057605,0.6093219026553253,-0.18758356881464391,0.2746690925097148,1.0,1.0,-0.2634896925256363,0.07961980595567963,0.036328008481934536,True,True,False,False,True,False,1
LP001032,1.2847123708076509,-0.1705442395520001,0.5182305532761957,-0.16373951446797447,-2.5418233808745274,1.0,1.0,0.08666432696862672,-0.7419707601381446,-1.2577632679203952,True,True,True,False,False,True,1
LP001349,-0.7216018686539345,-0.07815101210366597,0.6961535846174451,0.050856974652050496,0.2746690925097148,1.0,1.0,0.2574635777037226,-0.7598861557390834,-0.7357015489592099,True,False,False,False,True,False,1
LP001367,0.2815552510768581,-0.37630645419369557,-0.21344924227630915,-0.5571664111880202,0.2746690925097148,1.0,1.0,-0.452955528040524,0.054268482939693025,0.6312485509425387,True,True,False,False,False,True,1
LP001369,1.2847123708076509,1.016250928878944,-0.18199323673531478,0.9330869854788199,0.2746690925097148,1.0,1.0,0.8631942538079697,-0.704411942774113,-1.115007079228171,True,True,False,False,False,True,1
LP001370,-0.7216018686539345,0.3363699542861574,-0.5509459683932281,-0.31872586772132583,0.2746690925097148,1.0,0.0,0.05275336461867144,-0.8864526091659164,-0.5164367807864841,True,False,True,False,False,False,1
LP001379,1.2847123708076509,-0.25178368999305784,0.6286542393940614,0.8257887409188073,0.2746690925097148,0.0,1.0,0.0631755411207219,0.5968810606631991,-0.529484119738985,True,True,False,False,False,True,1
LP001384,2.2878694905384434,-0.5396177264942645,-0.303885258206668,-0.6286985742280286,2.152330741432543,1.0,1.0,-0.6484880036088442,1.069374353577937,3.0299899865082245,True,True,True,False,True,False,1
LP001385,-0.7216018686539345,0.0005913240820314057,-0.14136256291153035,-0.1279734329479703,0.2746690925097148,1.0,1.0,-0.06655722309883177,-0.3835131733332138,-0.34810219777721174,True,False,False,False,False,True,1
LP001032,-0.7216018686539345,-0.3967827910876507,0.21350049959781256,-0.09220735142796616,0.2746690925097148,1.0,1.0,-0.2694007777059037,0.2761086779664685,0.050726514432571056,False,True,False,False,True,False,1
LP001398,-0.7216018686539345,-0.0436908353796927,-0.5509459683932281,-0.3425699220679953,0.2746690925097148,1.0,1.0,-0.3023784108168694,-0.0765974493665919,0.13503168007162805,True,False,False,False,True,False,1
LP001401,0.2815552510768581,1.5433085110436753,-0.5509459683932281,-0.22334965033464807,-2.5418233808745274,1.0,1.0,1.180526195064432,-1.7639788963175043,-1.5951733591524515,True,True,False,False,False,False,2
LP001404,-0.7216018686539345,-0.35716191156926597,0.19711716337854465,0.08662305617205465,0.2746690925097148,1.0,1.0,-0.24015646155089643,0.48904908254961926,-0.01854761076884914,False,True,False,False,True,False,1
LP001405,0.2815552510768581,-0.5158119039264956,-0.09286788770249735,-0.735996818788041,0.2746690925097148,1.0,1.0,-0.5260663184280423,-0.057359250669508866,0.9680994127999686,True,True,False,False,False,True,1
LP001422,-0.7216018686539345,0.8482783766350357,-0.5509459683932281,-0.22334965033464807,0.2746690925097148,1.0,1.0,0.5310845996008388,-1.3567484508705359,-0.9421887824960762,False,False,False,False,False,True,1
LP001430,-0.7216018686539345,-0.19085410216226453,-0.5509459683932281,-1.2247999328947645,0.2746690925097148,1.0,1.0,-0.43988891869466973,-1.557599130477444,0.5790513076587938,False,False,False,False,True,False,1
LP001431,-0.7216018686539345,-0.5286304237706788,2.3915012165872884,-0.11605140577463559,0.2746690925097148,0.0,1.0,0.6413730046747759,-1.353829573083868,-1.0069405895456278,False,False,False,False,True,False,1
LP001432,1.2847123708076509,-0.3921215111443113,-0.5509459683932281,-0.78368492748138,0.2746690925097148,1.0,1.0,-0.6279547603510731,0.38908847649917305,1.6161408563682977,True,True,False,False,True,False,1
LP001439,-0.7216018686539345,-0.16854654814771178,0.1089748145188833,0.5635041431054435,0.2746690925097148,1.0,1.0,-0.10575705113639476,0.7745579342979778,-0.2838695785369721,True,True,True,False,False,False,1
LP001443,-0.7216018686539345,-0.2697629126316526,-0.5509459683932281,-0.6406206014013632,0.2746690925097148,1.0,1.0,-0.5136219285748477,0.13428340325898014,0.9047064426931464,False,True,False,False,False,False,1
LP001451,0.2815552510768581,0.8657581764225584,0.7105709204904009,-0.22334965033464807,-2.5418233808745274,0.0,0.0,1.1463041229681468,-1.7484289618382072,-1.5896237653583254,True,True,False,True,False,True,2
LP001465,-0.7216018686539345,0.1277776768217202,0.2908298465527571,0.4204398170254268,0.2746690925097148,1.0,0.0,0.2574635777037226,-0.34532963956041735,-0.7357015489592099,True,True,False,False,False,False,1
LP001469,-0.7216018686539345,2.4727344368888096,-0.5509459683932281,5.9999485341460765,2.152330741432543,1.0,1.0,2.04898905194425,0.9488708354036698,-1.2588042124156484,True,False,False,True,False,True,2
LP001473,-0.7216018686539345,-0.5491067606646339,0.08112314294612785,-0.867139117694723,0.2746690925097148,1.0,1.0,-0.47457765541044966,-0.6085121324671161,0.7225075224088248,True,False,False,False,False,True,1
LP001478,-0.7216018686539345,-0.43190886494638675,-0.5509459683932281,-0.9148272263880619,0.2746690925097148,1.0,1.0,-0.6651323750374919,0.1995894469696686,1.9303781103585715,True,False,False,False,True,False,1
LP001482,-0.7216018686539345,-0.30855142073158387,-0.5509459683932281,-0.22334965033464807,-3.4806542053359415,1.0,1.0,-0.549866214022277,1.5008577854539273,-0.939155707558315,True,True,False,True,True,False,2
LP001487,-0.7216018686539345,-0.06949434935174997,-0.5509459683932281,-0.5333223568413508,0.2746690925097148,1.0,1.0,-0.32648941615743393,-0.369075563568622,0.20129118259333068,True,False,False,False,True,False,1
LP001488,2.2878694905384434,-0.2184888332549194,1.9884711455932977,-0.22334965033464807,0.2746690925097148,1.0,0.0,0.7398392393881782,-1.5192080153164345,-1.058148703979443,True,True,False,False,True,False,1
LP001489,-0.7216018686539345,-0.12143432586324591,-0.5509459683932281,-0.22334965033464807,0.2746690925097148,1.0,0.0,-0.3750225365848929,0.4511611362747221,0.34825573204775795,False,True,False,False,False,False,1
LP001491,1.2847123708076509,-0.33235724329935284,0.5958875669555256,-0.7002307372680369,0.2746690925097148,1.0,1.0,-0.027668504807598655,-1.2858982913855939,-0.4071318324549063,True,True,False,True,False,True,2
LP001492,-0.7216018686539345,1.6125618130590031,-0.5509459683932281,1.13576144742551,0.2746690925097148,0.0,1.0,1.2452370223010438,-0.9130513742178408,-1.2529581837387778,True,False,False,False,True,False,1
LP001493,1.2847123708076509,-0.185193976516781,-0.08238255252216588,-0.21142762316131336,0.2746690925097148,1.0,0.0,-0.21215658438120857,-0.12903484256422482,-0.08053854121911307,True,True,True,False,False,False,1
LP001497,1.2847123708076509,-0.045022629649218236,0.13158381850147302,0.456205898545431,0.2746690925097148,1.0,0.0,0.020397951000365483,0.22395710499977303,-0.47436825160986296,True,True,False,False,True,False,1
LP001498,-0.7216018686539345,0.01740522673479131,-0.14136256291153035,0.2535314365987407,0.2746690925097148,1.0,1.0,-0.05084618090917359,0.13534065478304222,-0.3724831457215823,True,False,False,False,False,True,1
LP001504,-0.7216018686539345,0.27261030363262234,-0.5509459683932281,0.33698562681208377,-2.5418233808745274,1.0,1.0,-0.006824151803497701,0.13315651342510018,-1.1972548568822081,True,False,False,True,True,False,2
LP001032,-0.7216018686539345,-0.43523835062020055,0.11552814900659046,-0.2948818133746564,0.2746690925097148,1.0,1.0,-0.3518448604833179,0.2027908751160269,0.27565312394083347,True,True,False,False,True,False,1
LP001508,1.2847123708076509,1.0728521853337794,-0.5509459683932281,0.48004995289210045,-2.5418233808745274,1.0,1.0,0.7409281235003327,-0.9395367534374299,-1.508085159059128,True,True,False,False,False,True,2
LP001514,-0.7216018686539345,-0.49650088701837525,0.9189669571994887,-0.5571664111880202,0.2746690925097148,1.0,1.0,-0.027668504807598655,-1.0822692984034676,-0.4071318324549063,False,True,False,False,True,False,1
LP001516,1.2847123708076509,1.590420733328141,-0.5509459683932281,-0.9148272263880619,0.2746690925097148,1.0,1.0,1.2245482241701078,-2.2345597365150254,-1.2466550611417433,False,True,False,False,False,True,1
LP001518,0.2815552510768581,-0.6283485197014034,-0.08402088614409267,-1.3917083133214507,0.2746690925097148,1.0,1.0,-0.6270214311120835,-1.6081218728105677,1.6089043521212543,True,True,False,False,False,True,1
LP001519,-0.7216018686539345,0.7803568688892333,-0.005053205567221349,0.9330869854788199,0.2746690925097148,1.0,0.0,0.7267726300423238,-0.5484399336937669,-1.0516731042788912,False,False,False,False,False,False,1
LP001520,-0.7216018686539345,-0.25810971277330413,-0.2789825871533808,-0.25911573185465225,0.2746690925097148,1.0,1.0,-0.3736225427264085,0.369267222418601,0.3437366386228671,True,True,False,False,True,False,1
LP001528,-0.7216018686539345,-0.25810971277330413,-0.5509459683932281,-0.3425699220679953,0.2746690925097148,0.0,0.0,-0.5027330874533025,0.8486878243090208,0.851449270438332,True,False,False,False,False,False,1
LP001529,-0.7216018686539345,-0.4553817389467743,0.6778042480518651,0.06277900182538522,0.2746690925097148,1.0,1.0,-0.10373483778525064,-0.0005284918407597227,-0.2873083355352664,True,True,False,True,False,False,2
LP001531,-0.7216018686539345,0.641517316291196,-0.5509459683932281,1.1596055017721796,0.2746690925097148,1.0,1.0,0.3378854471299927,0.29973900926553887,-0.8046152127910597,True,False,False,False,False,True,1
LP001532,1.2847123708076509,-0.5046581269192192,-0.5509459683932281,-0.4021800579346689,0.2746690925097148,1.0,0.0,-0.7331098546105674,2.950644121425358,2.6752254076452666,True,True,True,False,False,False,1
LP001535,-0.7216018686539345,-0.34267864888817573,-0.5509459683932281,-1.1532677698547562,0.2746690925097148,1.0,1.0,-0.5817549630210881,-1.0019607936932455,1.2899677699646535,True,False,False,False,False,True,1
